count,serialisation
1,"['->', ['&', ['!', ['>', 'P_insp', 'MaxP_insp']], ['X', ['>', 'P_insp', 'MaxP_insp']]], ['X', ['F', ['&', 'inspiratoryPhaseEnd', 'expirationPhaseStart']]]]"
1,"['&', ['!', ['>', 'P_insp', 'MaxP_insp']], ['X', ['>', 'P_insp', 'MaxP_insp']]]"
1,"['X', ['F', ['&', 'inspiratoryPhaseEnd', 'expirationPhaseStart']]]"
1,"['!', ['>', 'P_insp', 'MaxP_insp']]"
1,"['X', ['>', 'P_insp', 'MaxP_insp']]"
1,"['&', ['G', ['->', ['&', ['!', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]], ['X', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]], ['X', ['F', 'paramAlarm_V']]]], ['->', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']], ['F', 'paramAlarm_V']]]"
1,"['G', ['->', ['&', ['!', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]], ['X', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]], ['X', ['F', 'paramAlarm_V']]]]"
1,"['->', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']], ['F', 'paramAlarm_V']]"
1,"['->', ['&', ['!', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]], ['X', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]], ['X', ['F', 'paramAlarm_V']]]"
1,"['&', ['!', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]], ['X', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]]"
1,"['X', ['F', 'paramAlarm_V']]"
1,"['!', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]"
1,"['X', ['|', ['>', 'param_V', 'paramMax_V'], ['<', 'param_V', 'paramMin_V']]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testFl2Pass', 'testFl2Fail'], 'testFl2Skip']]]"
1,"['F', 'measurePSins']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]]], ['->', 'StartUpMode', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]]"
1,"['G', ['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]]]"
1,"['->', 'StartUpMode', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]"
1,"['|', ['!', ['&', ['!', 'StartUpMode'], ['X', 'StartUpMode']]], ['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]]"
1,"['X', ['U', ['!', ['&', 'StartUpMode', ['X', ['!', 'StartUpMode']]]], 'initStart']]"
1,"['&', ['G', ['->', ['&', ['!', ['|', 'GUIFailue', ['!', 'GUIConnected']]], ['X', ['|', 'GUIFailue', ['!', 'GUIConnected']]]], ['X', ['F', ['&', 'ventilating', 'highPriorityAlarm']]]]], ['->', ['|', 'GUIFailue', ['!', 'GUIConnected']], ['F', ['&', 'ventilating', 'highPriorityAlarm']]]]"
1,"['G', ['->', ['&', ['!', ['|', 'GUIFailue', ['!', 'GUIConnected']]], ['X', ['|', 'GUIFailue', ['!', 'GUIConnected']]]], ['X', ['F', ['&', 'ventilating', 'highPriorityAlarm']]]]]"
1,"['->', ['|', 'GUIFailue', ['!', 'GUIConnected']], ['F', ['&', 'ventilating', 'highPriorityAlarm']]]"
1,"['->', ['&', ['!', ['|', 'GUIFailue', ['!', 'GUIConnected']]], ['X', ['|', 'GUIFailue', ['!', 'GUIConnected']]]], ['X', ['F', ['&', 'ventilating', 'highPriorityAlarm']]]]"
1,"['&', ['!', ['|', 'GUIFailue', ['!', 'GUIConnected']]], ['X', ['|', 'GUIFailue', ['!', 'GUIConnected']]]]"
1,"['X', ['F', ['&', 'ventilating', 'highPriorityAlarm']]]"
1,"['!', ['|', 'GUIFailue', ['!', 'GUIConnected']]]"
1,"['X', ['|', 'GUIFailue', ['!', 'GUIConnected']]]"
1,"['&', ['G', ['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]]], ['->', 'selfTestPassed', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]]"
1,"['G', ['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]]]"
1,"['->', 'selfTestPassed', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]"
1,"['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]]"
1,"['X', ['F', ['&', ['&', 'startMonitoring', 'startReportingHealthParams'], 'StandbyMode']]]"
1,"['&', ['G', ['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]]], ['->', 'resumeVentilation', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]]"
1,"['G', ['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]]]"
1,"['->', 'resumeVentilation', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]"
1,"['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]]"
1,"['X', ['F', ['&', 'SelfTestMode', ['->', ['&', ['&', ['&', ['&', ['&', ['|', 'testPowerSwitchPass', 'testPowerSwitchSkip'], ['|', 'testLeaksPass', 'testLeaksSkip']], ['|', 'testFl2Pass', 'testFl2Skip']], ['|', 'testPSExpPass', 'testPSExpSkip']], ['|', 'testOxygenSensorPass', 'testOxygenSensorSkip']], ['|', 'testAlarmsPass', 'testAlarmsSkip']], 'selfTestPassed']]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]], ['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]]"
1,"['->', 'PSVMode', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]"
1,"['|', ['!', ['&', ['!', 'PSVMode'], ['X', 'PSVMode']]], ['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]]"
1,"['X', ['&', ['V', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]], ['->', ['&', ['!', ['>=', 'breathingTime', 'apneaLagTime']], ['&', ['X', ['>=', 'breathingTime', 'apneaLagTime']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]], ['&', ['X', ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']], ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]]]]], ['->', ['>=', 'breathingTime', 'apneaLagTime'], ['U', ['!', ['&', 'PSVMode', ['X', ['!', 'PSVMode']]]], 'apnea']]]]"
1,"['F', ['->', ['=', 'user', 'operator'], ['!', 'eraseLog']]]"
1,"['->', ['=', 'user', 'operator'], ['!', 'eraseLog']]"
1,"['=', 'user', 'operator']"
1,"['!', 'eraseLog']"
1,"['F', ['&', 'measureTV', 'displayTV']]"
1,"['&', 'measureTV', 'displayTV']"
1,"['F', ['|', ['->', 'enableLeakCompensation', 'leakCompensation'], ['!', 'leakCompensation']]]"
1,"['|', ['->', 'enableLeakCompensation', 'leakCompensation'], ['!', 'leakCompensation']]"
1,"['F', ['->', ['|', 'StartUpMode', 'SelfTestMode'], ['!', 'patientConnected']]]"
1,"['->', ['|', 'StartUpMode', 'SelfTestMode'], ['!', 'patientConnected']]"
1,"['&', ['G', ['->', ['&', ['!', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]], ['X', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]], ['X', ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]]], ['->', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']], ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]]"
1,"['G', ['->', ['&', ['!', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]], ['X', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]], ['X', ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]]]"
1,"['->', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']], ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]"
1,"['->', ['&', ['!', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]], ['X', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]], ['X', ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]]"
1,"['&', ['!', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]], ['X', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]]"
1,"['X', ['|', ['V', 'buttonUnPressOr60Seconds', ['|', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose'], 'buttonUnPressOr60Seconds']], ['G', ['&', ['&', 'expirationPhaseEnd', 'inValveClose'], 'outValveClose']]]]"
1,"['!', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]"
1,"['X', ['&', 'expiratoryPauseButton', ['|', 'PCVExpiratoryPhaseEnd', 'PSVExpiratoryPhaseEnd']]]"
1,"['|', ['U', ['!', ['&', ['!', ['|', 'PSVMode', 'PCVMode']], ['X', ['|', 'PSVMode', 'PCVMode']]]], 'enterAlarmThresholds'], ['|', 'PSVMode', 'PCVMode']]"
1,"['U', ['!', ['&', ['!', ['|', 'PSVMode', 'PCVMode']], ['X', ['|', 'PSVMode', 'PCVMode']]]], 'enterAlarmThresholds']"
1,"['!', ['&', ['!', ['|', 'PSVMode', 'PCVMode']], ['X', ['|', 'PSVMode', 'PCVMode']]]]"
1,"['&', ['!', ['|', 'PSVMode', 'PCVMode']], ['X', ['|', 'PSVMode', 'PCVMode']]]"
1,"['!', ['|', 'PSVMode', 'PCVMode']]"
1,"['X', ['|', 'PSVMode', 'PCVMode']]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]]], ['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]]]"
1,"['->', 'PCVMode', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]"
1,"['|', ['!', ['&', ['!', 'PCVMode'], ['X', 'PCVMode']]], ['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]]"
1,"['X', ['U', ['!', ['&', 'PCVMode', ['X', ['!', 'PCVMode']]]], ['->', ['|', 'breathingCycleDone', 'patientBreathingRequest'], 'breathingCycleStart']]]"
1,"['&', ['G', ['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]]], ['->', 'apnea', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]]"
1,"['G', ['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]]]"
1,"['->', 'apnea', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]"
1,"['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]]"
1,"['X', ['F', ['&', ['&', ['&', 'PCVMode', ['=', 'RR', 'RR_AP']], ['=', 'P_insp', 'P_inspAP']], ['=', 'ItoE', 'ItoE_AP']]]]"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', ['|', 'testPSExpPass', 'testPSExpFail'], 'testPSExpSkip']]]"
1,"['&', ['G', ['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', 'apneaAlarm']]]], ['->', 'apnea', ['F', 'apneaAlarm']]]"
1,"['G', ['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', 'apneaAlarm']]]]"
1,"['->', 'apnea', ['F', 'apneaAlarm']]"
1,"['->', ['&', ['!', 'apnea'], ['X', 'apnea']], ['X', ['F', 'apneaAlarm']]]"
1,"['X', ['F', 'apneaAlarm']]"
1,"['&', ['G', ['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', 'StandbyMode']]]], ['->', 'selfTestPassed', ['F', 'StandbyMode']]]"
1,"['G', ['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', 'StandbyMode']]]]"
1,"['->', 'selfTestPassed', ['F', 'StandbyMode']]"
1,"['->', ['&', ['!', 'selfTestPassed'], ['X', 'selfTestPassed']], ['X', ['F', 'StandbyMode']]]"
1,"['X', ['F', 'StandbyMode']]"
1,"['&', ['G', ['->', ['&', ['!', 'ventilatorSettingsChanged'], ['X', 'ventilatorSettingsChanged']], ['X', ['F', 'logVentilatorSettings']]]], ['->', 'ventilatorSettingsChanged', ['F', 'logVentilatorSettings']]]"
1,"['G', ['->', ['&', ['!', 'ventilatorSettingsChanged'], ['X', 'ventilatorSettingsChanged']], ['X', ['F', 'logVentilatorSettings']]]]"
1,"['->', 'ventilatorSettingsChanged', ['F', 'logVentilatorSettings']]"
1,"['->', ['&', ['!', 'ventilatorSettingsChanged'], ['X', 'ventilatorSettingsChanged']], ['X', ['F', 'logVentilatorSettings']]]"
1,"['&', ['!', 'ventilatorSettingsChanged'], ['X', 'ventilatorSettingsChanged']]"
1,"['X', ['F', 'logVentilatorSettings']]"
1,"['!', 'ventilatorSettingsChanged']"
1,"['X', 'ventilatorSettingsChanged']"
1,"['&', ['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]]], ['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]]"
1,"['G', ['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]]]"
1,"['->', 'SelfTestMode', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]"
1,"['|', ['!', ['&', ['!', 'SelfTestMode'], ['X', 'SelfTestMode']]], ['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]]"
1,"['X', ['U', ['!', ['&', 'SelfTestMode', ['X', ['!', 'SelfTestMode']]]], ['|', 'selfTestPassed', 'selfTestFailed']]]"
1,"['&', ['G', ['->', ['&', ['!', 'startUpDone'], ['X', 'startUpDone']], ['X', ['F', ['|', 'newPatient', 'resumeVentilation']]]]], ['->', 'startUpDone', ['F', ['|', 'newPatient', 'resumeVentilation']]]]"
1,"['G', ['->', ['&', ['!', 'startUpDone'], ['X', 'startUpDone']], ['X', ['F', ['|', 'newPatient', 'resumeVentilation']]]]]"
1,"['->', 'startUpDone', ['F', ['|', 'newPatient', 'resumeVentilation']]]"
1,"['->', ['&', ['!', 'startUpDone'], ['X', 'startUpDone']], ['X', ['F', ['|', 'newPatient', 'resumeVentilation']]]]"
1,"['&', ['!', 'startUpDone'], ['X', 'startUpDone']]"
1,"['X', ['F', ['|', 'newPatient', 'resumeVentilation']]]"
1,"['!', 'startUpDone']"
1,"['X', 'startUpDone']"
1,"['F', ['|', ['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'sPCVMode'], 'PSVMode'], 'FailSafeMode']]"
1,"['|', ['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'sPCVMode'], 'PSVMode'], 'FailSafeMode']"
1,"['|', ['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'sPCVMode'], 'PSVMode']"
1,"['|', ['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode'], 'sPCVMode']"
1,"['|', ['|', 'StartUpMode', 'SelfTestMode'], 'StandbyMode']"
1,"['F', ['&', 'measureFl1', 'display']]"
1,"['&', 'measureFl1', 'display']"
